pitch,velocity,start,end
45,61,26624,26751
58,61,26688,26752
57,55,26752,26816
56,58,26816,26880
69,77,26880,26943
57,61,26880,26944
58,62,26944,27008
65,54,27008,27071
57,63,27008,27072
56,60,27072,27136
62,49,27136,27199
57,62,27136,27200
58,61,27200,27264
58,55,27264,27327
57,58,27264,27328
56,59,27328,27392
62,68,27392,27455
57,62,27392,27456
58,62,27456,27520
65,66,27520,27583
57,57,27520,27584
56,58,27584,27635
57,59,27648,27712
58,62,27712,27776
59,65,27776,27840
60,60,27840,27904
61,65,27904,27968
62,67,27968,28032
63,66,28032,28096
69,70,27648,28160
64,66,28096,28160
65,63,28160,28224
66,63,28224,28288
67,64,28288,28352
68,63,28352,28416
69,68,28416,28480
70,65,28480,28544
71,64,28544,28608
72,66,28608,28659
73,60,28672,28736
74,60,28736,28800
75,59,28800,28864
81,79,28160,28928
69,0,-1,28928
76,58,28864,28928
77,57,28928,28992
78,56,28992,29056
79,55,29056,29120
69,57,28928,29184
57,57,28928,29184
80,54,29120,29184
81,53,29184,29248
82,52,29248,29312
81,51,29312,29376
80,50,29376,29440
81,50,29440,29504
82,49,29504,29568
81,48,29568,29619
57,53,29184,29696
80,47,29632,29696
57,52,29696,29759
53,52,29696,29759
50,52,29696,29759
69,45,29696,29760
68,58,29760,29824
67,52,29824,29888
66,60,29888,29952
65,57,29952,30016
70,70,30016,30080
69,54,30080,30144
68,56,30144,30208
57,57,30208,30271
53,57,30208,30271
50,57,30208,30271
69,62,30208,30272
68,64,30272,30336
67,56,30336,30400
66,55,30400,30464
59,55,30464,30527
55,55,30464,30527
50,55,30464,30527
65,58,30464,30528
66,61,30528,30592
67,58,30592,30656
68,66,30656,30707
57,54,30720,30783
53,54,30720,30783
50,54,30720,30783
69,64,30720,30784
68,61,30784,30848
67,59,30848,30912
66,62,30912,30976
65,52,30976,31040
70,65,31040,31104
69,59,31104,31168
68,57,31168,31232
57,56,31232,31295
53,56,31232,31295
50,56,31232,31295
69,66,31232,31296
68,57,31296,31360
67,63,31360,31424
66,54,31424,31488
65,59,31488,31552
59,56,31488,31616
55,56,31488,31616
50,56,31488,31616
66,61,31552,31616
67,67,31616,31680
68,69,31680,31731
69,65,31744,31808
57,55,31744,31872
53,55,31744,31872
50,55,31744,31872
68,58,31808,31872
67,56,31872,31936
66,58,31936,32000
67,63,32000,32064
58,52,32000,32128
55,52,32000,32128
50,52,32000,32128
66,54,32064,32128
65,54,32128,32192
64,56,32192,32256
65,62,32256,32320
57,55,32256,32384
53,55,32256,32384
